period,signal_id,family,threshold_quantile,threshold,orientation,horizon,trades,games,pnl,mean_return,median_return,win_rate,max_drawdown,profit_factor,mean_fair_markout,median_weekly_score,mean_weekly_score,mean_weekly_pnl,positive_weeks,weeks
REG_WEEKS_14_18_CONFIRMATION,baseline_cumulative_epa,BASELINE,0.7,10.731233805418007,1,settle,53,53,40.62962644885253,0.07665967254500472,0.13386363636363646,0.7547169811320755,53.311904731119576,1.3117561975741605,0.02108022665473382,-1.0557339176249343,-1.4881834938217893,8.125925289770503,4,5
REG_WEEKS_14_18_CONFIRMATION,p11_cvw0.75_k0_c0.1_telapsed_sqrt,P11_V2_GRID,0.9,8.15187724264477,1,15m,23,12,-10.137120517120017,-0.0440744370309566,0.012205882352941124,0.5217391304347826,38.54428362019106,0.8402182682516445,0.011528520010617911,-7.194852941176471,-8.069677798005284,-2.0274241034240044,1,5
REG_WEEKS_14_18_CONFIRMATION,dq2_market_ridge_15m_a0.1,DQ2_MARKET_RIDGE,0.85,0.05217580331133778,-1,30m,3,3,0.06486232790988644,0.0021620775969962147,0.02691176470588225,0.6666666666666666,0.7750000000000007,1.0836933263353372,0.017586965362127376,0.0,0.012972465581977288,0.012972465581977288,2,5
REG_WEEKS_14_18_CONFIRMATION,dq2_market_elastic_15m_a0.0001_l0.1,DQ2_MARKET_ELASTIC,0.85,0.051416789173050655,-1,30m,3,3,0.06486232790988644,0.0021620775969962147,0.02691176470588225,0.6666666666666666,0.7750000000000007,1.0836933263353372,0.017586965362127376,0.0,0.012972465581977288,0.012972465581977288,2,5
REG_WEEKS_14_18_CONFIRMATION,dq2_market_hgb_30m_l31_r20,DQ2_MARKET_HGB,0.95,0.11890628522788009,1,15m,54,27,-52.40253707999027,-0.09704173533331531,-0.03867810760667906,0.3888888888888889,60.78254515276444,0.5386528060124453,-0.012837457255763567,-24.518967633822072,-17.96063656494264,-10.480507415998051,0,5
REG_WEEKS_14_18_CONFIRMATION,baseline_current_dq_cumulative,BASELINE,0.8,6.1221352420007715,1,15m,46,29,-73.90678467658046,-0.16066692320995749,-0.3136111111111111,0.34782608695652173,78.44761633947094,0.5728510855412543,-0.011047852133262691,-26.537710084033613,-26.553414646702215,-14.781356935316087,1,5
REG_WEEKS_14_18_CONFIRMATION,dq2_market_ridge_15m_a1,DQ2_MARKET_RIDGE,0.9,0.06321858881101029,-1,15m,0,0,0.0,,,,0.0,,,0.0,0.0,0.0,0,5
REG_WEEKS_14_18_CONFIRMATION,dq2_market_elastic_15m_a0.0001_l0.1,DQ2_MARKET_ELASTIC,0.9,0.06339515765692658,-1,15m,0,0,0.0,,,,0.0,,,0.0,0.0,0.0,0,5
REG_WEEKS_14_18_CONFIRMATION,recent_epa_ewm20,RECENCY_BASELINE,0.95,0.6111921607939702,-1,15m,81,53,-58.16378455375054,-0.07180714142438338,-0.07942307692307699,0.37037037037037035,65.21966526723996,0.6382848334155229,0.004556610812102884,-27.667924555871174,-23.018410610838156,-11.632756910750107,1,5
REG_WEEKS_14_18_CONFIRMATION,dq2_winprob_market_only_c0.1,DQ2_WINPROB_RESIDUAL,0.95,0.1804430487856752,1,5m,13,6,-11.740235765284579,-0.09030950588680445,-0.11361111111111105,0.3076923076923077,11.025580592870787,0.39227059715489593,0.009188658868012576,-0.9773809523809524,-3.5527846995234826,-2.3480471530569162,1,5
REG_WEEKS_14_18_CONFIRMATION,dq2_process_elastic_a0.01_l0.5_cum_margin,DQ2_EPA_ELASTIC,0.9,9.339132686546135,-1,5m,87,25,-143.7686035946453,-0.16525126849959224,-0.2247222222222221,0.25287356321839083,147.3697940708358,0.3832381801143479,-0.009195389066170229,-39.29182933576961,-47.08508065102282,-28.753720718929053,1,5
REG_WEEKS_14_18_CONFIRMATION,p11_v2_exact,P11_V2_EXACT,0.9,0.7779313984309322,-1,15m,13,9,-6.5436669614767435,-0.05033589970366726,-0.013026315789473717,0.46153846153846156,6.196086316315452,0.24287879024128534,-0.022536686701701374,-1.2092564693371157,-1.7600506276915315,-1.3087333922953488,0,5
REG_WEEKS_14_18_CONFIRMATION,p11_v2_exact,P11_V2_EXACT,0.8,0.5741461803163885,-1,30m,40,29,-11.219300664634146,-0.028048251661585366,0.008608622620380814,0.525,27.6101685483189,0.7399399874963514,-0.005277345810588248,-3.1211778323539683,-5.198889558328148,-2.243860132926829,2,5
REG_WEEKS_14_18_CONFIRMATION,p11_v2_exact,P11_V2_EXACT,0.9,0.7779313984309322,-1,5m,20,10,-4.888664165641526,-0.024443320828207632,-0.013552760136785578,0.25,4.756137283921095,0.39137093692042385,-0.0005399249142260532,-1.2908445784137623,-1.477889274725474,-0.9777328331283052,0,5
REG_WEEKS_14_18_CONFIRMATION,dq2_process_ridge_a0.1_process_ewm20,DQ2_EPA_RIDGE,0.95,0.4021632459526731,-1,5m,115,43,-118.5329561154296,-0.10307213575254748,-0.07942307692307699,0.2782608695652174,119.34128944876298,0.23042322517700553,-0.0071749855154235025,-33.77516784041552,-36.40873775184623,-23.706591223085915,0,5
REG_WEEKS_14_18_CONFIRMATION,baseline_net_yards_007,BASELINE,0.9,7.385,-1,5m,32,14,8.84512700048327,0.027641021876510213,-0.01313950198075836,0.34375,9.512168308881519,1.4726740781215282,0.002391419214100148,-1.655373005713404,0.6917126977303217,1.769025400096654,2,5
REG_WEEKS_14_18_CONFIRMATION,dq2_process_hgb_l15_r10_cum_margin,DQ2_EPA_HGB,0.9,9.605100764595276,-1,5m,126,30,-87.15764095293147,-0.06917273091502495,-0.07031609195402289,0.36507936507936506,99.4319380599631,0.6366159462493491,0.009504393720367897,-34.568316224837965,-35.12931675326194,-17.431528190586285,2,5
